,Serie,EpisodeNumber,Sequence,Duration,Played
203,El Laboratorio de Dexter,66,"[['El Laboratorio de Dexter', '66 El novio de Dee Dee - Perdida De Memoria - Los Planes De Dexter', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/66 El novio de Dee Dee - Perdida De Memoria - Los Planes De Dexter.mp4', 0.0, 455.92, 455.92], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 162.0, 312, 150.0], ['El Laboratorio de Dexter', '66 El novio de Dee Dee - Perdida De Memoria - Los Planes De Dexter', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/66 El novio de Dee Dee - Perdida De Memoria - Los Planes De Dexter.mp4', 455.92, 795.5, 339.58], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 162.0, 312, 150.0], ['El Laboratorio de Dexter', '66 El novio de Dee Dee - Perdida De Memoria - Los Planes De Dexter', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/66 El novio de Dee Dee - Perdida De Memoria - Los Planes De Dexter.mp4', 795.5, 1335.0, 539.5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 162.0, 312, 150.0]]",1800.0,N
204,El Laboratorio de Dexter,67,"[['El Laboratorio de Dexter', '67 Error En El Sistema - Pirateria Satelital - La Biblioteca De Dexter', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/67 Error En El Sistema - Pirateria Satelital - La Biblioteca De Dexter.mp4', 0.0, 386.5, 386.5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 155.33, 312, 156.67], ['El Laboratorio de Dexter', '67 Error En El Sistema - Pirateria Satelital - La Biblioteca De Dexter', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/67 Error En El Sistema - Pirateria Satelital - La Biblioteca De Dexter.mp4', 386.5, 872.25, 485.75], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 155.33, 312, 156.67], ['El Laboratorio de Dexter', '67 Error En El Sistema - Pirateria Satelital - La Biblioteca De Dexter', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/67 Error En El Sistema - Pirateria Satelital - La Biblioteca De Dexter.mp4', 872.25, 1315.0, 442.75], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 155.33, 312, 156.67]]",1800.0100000000002,N
205,El Laboratorio de Dexter,68,"[['El Laboratorio de Dexter', '68 La Bola De Cristal - El Monstruo De Dee Dee - Papa Es Sonambulo', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/68 La Bola De Cristal - El Monstruo De Dee Dee - Papa Es Sonambulo.mp4', 0.0, 454.5, 454.5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 151.67, 312, 160.33], ['El Laboratorio de Dexter', '68 La Bola De Cristal - El Monstruo De Dee Dee - Papa Es Sonambulo', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/68 La Bola De Cristal - El Monstruo De Dee Dee - Papa Es Sonambulo.mp4', 454.5, 857.54, 403.03999999999996], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 151.67, 312, 160.33], ['El Laboratorio de Dexter', '68 La Bola De Cristal - El Monstruo De Dee Dee - Papa Es Sonambulo', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/68 La Bola De Cristal - El Monstruo De Dee Dee - Papa Es Sonambulo.mp4', 857.54, 1304.0, 446.46000000000004], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 151.67, 312, 160.33]]",1799.9899999999998,N
206,El Laboratorio de Dexter,69,"[['El Laboratorio de Dexter', '69 El Pequeno Dilema De Dexter - La Moda De Dexter - Super Hermanos', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/69 El Pequeno Dilema De Dexter - La Moda De Dexter - Super Hermanos.mp4', 0.0, 452.71, 452.71], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 164.0, 312, 148.0], ['El Laboratorio de Dexter', '69 El Pequeno Dilema De Dexter - La Moda De Dexter - Super Hermanos', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/69 El Pequeno Dilema De Dexter - La Moda De Dexter - Super Hermanos.mp4', 452.71, 890.92, 438.21], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 164.0, 312, 148.0], ['El Laboratorio de Dexter', '69 El Pequeno Dilema De Dexter - La Moda De Dexter - Super Hermanos', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/69 El Pequeno Dilema De Dexter - La Moda De Dexter - Super Hermanos.mp4', 890.92, 1341.0, 450.08000000000004], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 164.0, 312, 148.0]]",1800.0,N
207,El Laboratorio de Dexter,70,"[['El Laboratorio de Dexter', '70 El Germen Musical - La Casa De Los Animales De Peluche - La Pluma Hipnotica', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/70 El Germen Musical - La Casa De Los Animales De Peluche - La Pluma Hipnotica.mp4', 0.0, 507.83, 507.83], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 159.33, 312, 152.67], ['El Laboratorio de Dexter', '70 El Germen Musical - La Casa De Los Animales De Peluche - La Pluma Hipnotica', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/70 El Germen Musical - La Casa De Los Animales De Peluche - La Pluma Hipnotica.mp4', 507.83, 885.25, 377.42], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 159.33, 312, 152.67], ['El Laboratorio de Dexter', '70 El Germen Musical - La Casa De Los Animales De Peluche - La Pluma Hipnotica', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/70 El Germen Musical - La Casa De Los Animales De Peluche - La Pluma Hipnotica.mp4', 885.25, 1327.0, 441.75], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 159.33, 312, 152.67]]",1800.01,N
208,El Laboratorio de Dexter,71,"[['El Laboratorio de Dexter', '71 La Admiradora Secreta - Mama y El Ajedrez - Papa Sabe Menos', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/71 La Admiradora Secreta - Mama y El Ajedrez - Papa Sabe Menos.mp4', 0.0, 457.92, 457.92], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 166.0, 312, 146.0], ['El Laboratorio de Dexter', '71 La Admiradora Secreta - Mama y El Ajedrez - Papa Sabe Menos', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/71 La Admiradora Secreta - Mama y El Ajedrez - Papa Sabe Menos.mp4', 457.92, 888.75, 430.83], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 166.0, 312, 146.0], ['El Laboratorio de Dexter', '71 La Admiradora Secreta - Mama y El Ajedrez - Papa Sabe Menos', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/71 La Admiradora Secreta - Mama y El Ajedrez - Papa Sabe Menos.mp4', 888.75, 1347.0, 458.25], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 166.0, 312, 146.0]]",1800.0,N
209,El Laboratorio de Dexter,72,"[['El Laboratorio de Dexter', ' 72 Dexter El Barbaro - El Poder De La Papa - Vista Cansada', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/ 72 Dexter El Barbaro - El Poder De La Papa - Vista Cansada.mp4', 0.0, 410.67, 410.67], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 158.67, 312, 153.33], ['El Laboratorio de Dexter', ' 72 Dexter El Barbaro - El Poder De La Papa - Vista Cansada', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/ 72 Dexter El Barbaro - El Poder De La Papa - Vista Cansada.mp4', 410.67, 837.79, 427.11999999999995], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 158.67, 312, 153.33], ['El Laboratorio de Dexter', ' 72 Dexter El Barbaro - El Poder De La Papa - Vista Cansada', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/ 72 Dexter El Barbaro - El Poder De La Papa - Vista Cansada.mp4', 837.79, 1325.0, 487.21000000000004], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 158.67, 312, 153.33]]",1799.9899999999998,N
210,El Laboratorio de Dexter,73,"[['El Laboratorio de Dexter', '73 La Ninera - Cerebro Explorador - Los Dos Genios', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/73 La Ninera - Cerebro Explorador - Los Dos Genios.mp4', 0.0, 447.33, 447.33], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 156.33, 312, 155.67], ['El Laboratorio de Dexter', '73 La Ninera - Cerebro Explorador - Los Dos Genios', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/73 La Ninera - Cerebro Explorador - Los Dos Genios.mp4', 447.33, 867.75, 420.42], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 156.33, 312, 155.67], ['El Laboratorio de Dexter', '73 La Ninera - Cerebro Explorador - Los Dos Genios', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/73 La Ninera - Cerebro Explorador - Los Dos Genios.mp4', 867.75, 1318.0, 450.25], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 156.33, 312, 155.67]]",1800.0100000000002,N
211,El Laboratorio de Dexter,74,"[['El Laboratorio de Dexter', '74 Genio De Altura - Errores Del Pasado - Ricitos de Oro', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/74 Genio De Altura - Errores Del Pasado - Ricitos de Oro.mp4', 0.0, 448.38, 448.38], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 153.0, 312, 159.0], ['El Laboratorio de Dexter', '74 Genio De Altura - Errores Del Pasado - Ricitos de Oro', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/74 Genio De Altura - Errores Del Pasado - Ricitos de Oro.mp4', 448.38, 856.12, 407.74], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 153.0, 312, 159.0], ['El Laboratorio de Dexter', '74 Genio De Altura - Errores Del Pasado - Ricitos de Oro', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/74 Genio De Altura - Errores Del Pasado - Ricitos de Oro.mp4', 856.12, 1308.0, 451.88], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 153.0, 312, 159.0]]",1800.0,N
212,El Laboratorio de Dexter,75,"[['El Laboratorio de Dexter', '75 Afonia - Los Rubios Se Divierten Mas - Lucha De Historietas', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/75 Afonia - Los Rubios Se Divierten Mas - Lucha De Historietas.mp4', 0.0, 402.54, 402.54], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 165.33, 312, 146.67], ['El Laboratorio de Dexter', '75 Afonia - Los Rubios Se Divierten Mas - Lucha De Historietas', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/75 Afonia - Los Rubios Se Divierten Mas - Lucha De Historietas.mp4', 402.54, 884.12, 481.58], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 165.33, 312, 146.67], ['El Laboratorio de Dexter', '75 Afonia - Los Rubios Se Divierten Mas - Lucha De Historietas', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/75 Afonia - Los Rubios Se Divierten Mas - Lucha De Historietas.mp4', 884.12, 1345.0, 460.88], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 165.33, 312, 146.67]]",1800.0100000000002,N
213,El Laboratorio de Dexter,76,"[['El Laboratorio de Dexter', '76 Torneo De Golf - La Loca Carrera De Dexter', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/76 Torneo De Golf - La Loca Carrera De Dexter.mp4', 0.0, 654.5, 654.5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 90.0, 312, 222.0], ['El Laboratorio de Dexter', '76 Torneo De Golf - La Loca Carrera De Dexter', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/76 Torneo De Golf - La Loca Carrera De Dexter.mp4', 654.5, 1346.0, 691.5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 90.0, 312, 222.0]]",1800.0,N
214,El Laboratorio de Dexter,77,"[['El Laboratorio de Dexter', '77 El Laboratorio Del Manana - Fiebre De Pollo - Venta De Garaje', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/77 El Laboratorio Del Manana - Fiebre De Pollo - Venta De Garaje.mp4', 0.0, 340.75, 340.75], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 166.0, 312, 146.0], ['El Laboratorio de Dexter', '77 El Laboratorio Del Manana - Fiebre De Pollo - Venta De Garaje', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/77 El Laboratorio Del Manana - Fiebre De Pollo - Venta De Garaje.mp4', 340.75, 740.58, 399.83000000000004], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 166.0, 312, 146.0], ['El Laboratorio de Dexter', '77 El Laboratorio Del Manana - Fiebre De Pollo - Venta De Garaje', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/77 El Laboratorio Del Manana - Fiebre De Pollo - Venta De Garaje.mp4', 740.58, 1347.0, 606.42], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 166.0, 312, 146.0]]",1800.0,N
215,El Laboratorio de Dexter,78,"[['El Laboratorio de Dexter', '78 Clases De Judo - Injusticia Poetica - Comedia Emplumada', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/78 Clases De Judo - Injusticia Poetica - Comedia Emplumada.mp4', 0.0, 422.42, 422.42], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 154.33, 312, 157.67], ['El Laboratorio de Dexter', '78 Clases De Judo - Injusticia Poetica - Comedia Emplumada', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/78 Clases De Judo - Injusticia Poetica - Comedia Emplumada.mp4', 422.42, 834.38, 411.96], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 154.33, 312, 157.67], ['El Laboratorio de Dexter', '78 Clases De Judo - Injusticia Poetica - Comedia Emplumada', 'P:/TVBoomerang/Series/El Laboratorio de Dexter/78 Clases De Judo - Injusticia Poetica - Comedia Emplumada.mp4', 834.38, 1312.0, 477.62], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['El Laboratorio de Dexter', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 154.33, 312, 157.67]]",1800.0100000000002,N
216,Johnny Bravo,1,"[['Johnny Bravo', '147 Johnny Bravo En Navidad Tvrip', 'P:/TVBoomerang/Series/Johnny Bravo/147 Johnny Bravo En Navidad Tvrip.mp4', 0.0, 463.067006, 463.067006], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 171.0, 312, 141.0], ['Johnny Bravo', '147 Johnny Bravo En Navidad Tvrip', 'P:/TVBoomerang/Series/Johnny Bravo/147 Johnny Bravo En Navidad Tvrip.mp4', 463.067006, 893.442951, 430.375945], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 171.0, 312, 141.0], ['Johnny Bravo', '147 Johnny Bravo En Navidad Tvrip', 'P:/TVBoomerang/Series/Johnny Bravo/147 Johnny Bravo En Navidad Tvrip.mp4', 893.442951, 1362.0, 468.557049], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 171.0, 312, 141.0]]",1800.0,N
217,Johnny Bravo,2,"[['Johnny Bravo', '154 El Dia De Los Enamorados', 'P:/TVBoomerang/Series/Johnny Bravo/154 El Dia De Los Enamorados.mp4', 0.0, 392.834652, 392.834652], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 158.33, 312, 153.67], ['Johnny Bravo', '154 El Dia De Los Enamorados', 'P:/TVBoomerang/Series/Johnny Bravo/154 El Dia De Los Enamorados.mp4', 392.834652, 724.900703, 332.066051], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 158.33, 312, 153.67], ['Johnny Bravo', '154 El Dia De Los Enamorados', 'P:/TVBoomerang/Series/Johnny Bravo/154 El Dia De Los Enamorados.mp4', 724.900703, 1324.0, 599.099297], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 158.33, 312, 153.67]]",1800.01,N
218,Johnny Bravo,3,"[['Johnny Bravo', '179 Aventura en la Playa', 'P:/TVBoomerang/Series/Johnny Bravo/179 Aventura en la Playa.mp4', 0.0, 423.794047, 423.794047], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 134.0, 312, 178.0], ['Johnny Bravo', '179 Aventura en la Playa', 'P:/TVBoomerang/Series/Johnny Bravo/179 Aventura en la Playa.mp4', 423.794047, 819.11965, 395.325603], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 134.0, 312, 178.0], ['Johnny Bravo', '179 Aventura en la Playa', 'P:/TVBoomerang/Series/Johnny Bravo/179 Aventura en la Playa.mp4', 819.11965, 1251.0, 431.88035], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 134.0, 312, 178.0]]",1800.0,N
219,Johnny Bravo,4,"[['Johnny Bravo', '181 El ingrediente Secreto', 'P:/TVBoomerang/Series/Johnny Bravo/181 El ingrediente Secreto.mp4', 0.0, 423.637391, 423.637391], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 133.67, 312, 178.33], ['Johnny Bravo', '181 El ingrediente Secreto', 'P:/TVBoomerang/Series/Johnny Bravo/181 El ingrediente Secreto.mp4', 423.637391, 819.31315, 395.67575899999997], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 133.67, 312, 178.33], ['Johnny Bravo', '181 El ingrediente Secreto', 'P:/TVBoomerang/Series/Johnny Bravo/181 El ingrediente Secreto.mp4', 819.31315, 1250.0, 430.68685000000005], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 133.67, 312, 178.33]]",1799.99,N
220,Johnny Bravo,5,"[['Johnny Bravo', '182 El niño de la Galaxia', 'P:/TVBoomerang/Series/Johnny Bravo/182 El niño de la Galaxia.mp4', 0.0, 424.045216, 424.045216], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 133.67, 312, 178.33], ['Johnny Bravo', '182 El niño de la Galaxia', 'P:/TVBoomerang/Series/Johnny Bravo/182 El niño de la Galaxia.mp4', 424.045216, 819.210906, 395.16569000000004], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 133.67, 312, 178.33], ['Johnny Bravo', '182 El niño de la Galaxia', 'P:/TVBoomerang/Series/Johnny Bravo/182 El niño de la Galaxia.mp4', 819.210906, 1250.0, 430.789094], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 133.67, 312, 178.33]]",1799.99,N
221,Johnny Bravo,6,"[['Johnny Bravo', '183 El Planeta de los Bikinis Espaciales', 'P:/TVBoomerang/Series/Johnny Bravo/183 El Planeta de los Bikinis Espaciales.mp4', 0.0, 423.541088, 423.541088], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 133.67, 312, 178.33], ['Johnny Bravo', '183 El Planeta de los Bikinis Espaciales', 'P:/TVBoomerang/Series/Johnny Bravo/183 El Planeta de los Bikinis Espaciales.mp4', 423.541088, 819.314275, 395.77318699999995], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 133.67, 312, 178.33], ['Johnny Bravo', '183 El Planeta de los Bikinis Espaciales', 'P:/TVBoomerang/Series/Johnny Bravo/183 El Planeta de los Bikinis Espaciales.mp4', 819.314275, 1250.0, 430.68572500000005], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 0, 5, 5], ['Johnny Bravo', 'Pausa', 'P:/TVBoomerang/Series/Pausa.mp4', 133.67, 312, 178.33]]",1799.9899999999998,N
